?class	?labels	?synonyms	?definitions
<https://mdatahub.org/data/meo/MEO_0000225>	"camembert-blue cheese"		
<https://mdatahub.org/data/meo/MEO_0000226>	"cheddar cheese"		"Cheddar cheese is a relatively hard, pale yellow to off-white, and sometimes sharp-tasting cheese. "
<https://mdatahub.org/data/meo/MEO_0000227>	"cheese product"		
<https://mdatahub.org/data/meo/MEO_0000228>	"chicken meat product"		
<https://mdatahub.org/data/meo/MEO_0000229>	"unrefined chinese wine"		
<https://mdatahub.org/data/meo/MEO_0000230>	"chyme"		
<https://mdatahub.org/data/meo/MEO_0000231>	"apple cider"		
<https://mdatahub.org/data/meo/MEO_0000232>	"cooked rice"		
<https://mdatahub.org/data/meo/MEO_0000233>	"corn silage"		
<https://mdatahub.org/data/meo/MEO_0000234>	"corn steep liquor"		
<https://mdatahub.org/data/meo/MEO_0000235>	"dried bonito"		"Dried bonito/Katsuobushi is the Japanese food of dried, fermented, and smoked skipjack tuna (Katsuwonus pelamis)."
<https://mdatahub.org/data/meo/MEO_0000236>	"dried persimmon"		
<https://mdatahub.org/data/meo/MEO_0000237>	"drinking trough"		
<https://mdatahub.org/data/meo/MEO_0000238>	"emmenthal cheese"		"A mild, large, yellow, waxy cow's milk cheese with many holes."
<https://mdatahub.org/data/meo/MEO_0000240>	"fermented cane molasses"		
<https://mdatahub.org/data/meo/MEO_0000241>	"fermented fish cuisine"		
<https://mdatahub.org/data/meo/MEO_0000242>	"pla-chom"		
<https://mdatahub.org/data/meo/MEO_0000243>	"pla-ra"		
<https://mdatahub.org/data/meo/MEO_0000244>	"pla-som"		
<https://mdatahub.org/data/meo/MEO_0000245>	"fermented fruit product"		
<https://mdatahub.org/data/meo/MEO_0000246>	"fermented grape juice"		
<https://mdatahub.org/data/meo/MEO_0000247>	"fermented meat"		
<https://mdatahub.org/data/meo/MEO_0000248>	"fermented dairy product"		
<https://mdatahub.org/data/meo/MEO_0000249>	"fermented molasses"		
<https://mdatahub.org/data/meo/MEO_0000250>	"fermented must"		
<https://mdatahub.org/data/meo/MEO_0000251>	"fermented shrimp"		
<https://mdatahub.org/data/meo/MEO_0000252>	"fermented starch"		
<https://mdatahub.org/data/meo/MEO_0000253>	"fermented vegetables"		
<https://mdatahub.org/data/meo/MEO_0000254>	"fillet"		"A fillet (or filet) is a cut or slice of boneless meat or fish."
<https://mdatahub.org/data/meo/MEO_0000255>	"fish sauce"		
<https://mdatahub.org/data/meo/MEO_0000256>	"forage"		"A forage is plant material (mainly plant leaves and stems) eaten by grazing livestock."
<https://mdatahub.org/data/meo/MEO_0000257>	"frozen food"		
<https://mdatahub.org/data/meo/MEO_0000258>	"frozen prawn"		
<https://mdatahub.org/data/meo/MEO_0000259>	"fruit"		"A fruit is a part of a flowering plant that derives from specific tissues of the flower, one or more ovaries, and in some cases accessory tissues."
<https://mdatahub.org/data/meo/MEO_0000260>	"fruit powder product"		
<https://mdatahub.org/data/meo/MEO_0000261>	"fuchu miso"		
<https://mdatahub.org/data/meo/MEO_0000262>	"ginger beer"		"Ginger beer is a carbonated drink flavored primarily with ginger and sweetened with sugar or artificial sweeteners."
<https://mdatahub.org/data/meo/MEO_0000263>	"gouda cheese"		"A hard cow's milk cheese with an almost orange yellow paste. Older cheeses are coated in black wax."
<https://mdatahub.org/data/meo/MEO_0000264>	"grape juice"		
<https://mdatahub.org/data/meo/MEO_0000265>	"grass silage"		
<https://mdatahub.org/data/meo/MEO_0000266>	"ground beef"		"A ground meat product, made of beef finely chopped by a meat grinder."
<https://mdatahub.org/data/meo/MEO_0000267>	"halloumi cheese"		"Halloumi is a Cypriot semi-hard, unripened brined cheese made from a mixture of goat and sheep milk, and sometimes also cow milk."
<https://mdatahub.org/data/meo/MEO_0000268>	"ham"		"Ham is a cut of meat from the thigh of the hind leg of an animal, usually a pig."
<https://mdatahub.org/data/meo/MEO_0000269>	"hay"		"Hay is grass, legumes or other herbaceous plants that have been cut, dried, and stored for use as animal fodder, particularly for grazing livestock such as cattle, horses, goats, and sheep."
<https://mdatahub.org/data/meo/MEO_0000270>	"honey product"		
<https://mdatahub.org/data/meo/MEO_0000271>	"jeotgal"		"A fermented salty fish of Korean cuisine."
<https://mdatahub.org/data/meo/MEO_0000272>	"jopen beer"		
<https://mdatahub.org/data/meo/MEO_0000273>	"kefir grains"		
<https://mdatahub.org/data/meo/MEO_0000274>	"lambic beer"		"Lambic is a type of beer brewed traditionally in the Pajottenland region of Belgium and in Brussels itself at the Cantillon Brewery and museum."
<https://mdatahub.org/data/meo/MEO_0000275>	"marron glace"		"A marron glace is a confection, originating in southern France and northern Italy consisting of a chestnut candied in sugar syrup and glazed. "
<https://mdatahub.org/data/meo/MEO_0000276>	"meat food product"		"A food product made of meat, the skeletal muscle and associated fat, and other edible tissues such as organs, livers, skin, brains, bone marrow, kidneys, or lungs, of mammals."
<https://mdatahub.org/data/meo/MEO_0000277>	"meshanger cheese"		
<https://mdatahub.org/data/meo/MEO_0000278>	"miso"		"A food produced by fermenting rice, barley and/or soybeans, with salt and the mold koji-kin (Aspergillus oryzae)."
<https://mdatahub.org/data/meo/MEO_0000279>	"molasses"		"Molasses is a viscous by-product of the refining of sugarcane, grapes, or sugar beets into sugar. "
<https://mdatahub.org/data/meo/MEO_0000280>	"mould bran"		
<https://mdatahub.org/data/meo/MEO_0000281>	"mushroom"		
<https://mdatahub.org/data/meo/MEO_0000282>	"must"		"Must is the juice of freshly pressed fruit(normally grapes), that contains various quantities of pulp, skins, stems, and seeds, called pomace or grape solids, which typically comprise between 7 to 23 percent of the total weight of the must."
<https://mdatahub.org/data/meo/MEO_0000283>	"natural cheese"		
<https://mdatahub.org/data/meo/MEO_0000284>	"orange juice"		"The liquid that can be mechanically extracted an orange."
<https://mdatahub.org/data/meo/MEO_0000285>	"pickled food product"		"A food preserved by soaking and storing it in vinegar or brine."
<https://mdatahub.org/data/meo/MEO_0000286>	"pickled tea"		
<https://mdatahub.org/data/meo/MEO_0000287>	"porcine meat product"		"Meat from the domestic pig  (Sus domesticus)."
<https://mdatahub.org/data/meo/MEO_0000288>	"poultry product"		"A food product from a category of domestic birds kept for meat, eggs, and feathers including fowl such as chickens, turkeys, and waterfowls such as domestic ducks and geese and other meat birds such as pigeons and doves and games birds including pheasants."
<https://mdatahub.org/data/meo/MEO_0000289>	"rice malt"		
<https://mdatahub.org/data/meo/MEO_0000290>	"rice wine"		
<https://mdatahub.org/data/meo/MEO_0000291>	"roquefort cheese"		"Roquefort is a sheep milk blue cheese from the south of France."
<https://mdatahub.org/data/meo/MEO_0000292>	"sake"		"Sake or sake is an alcoholic beverage of Japanese origin that is made from fermented rice. "
<https://mdatahub.org/data/meo/MEO_0000293>	"sake koji"		
<https://mdatahub.org/data/meo/MEO_0000294>	"unrefined sake"		
<https://mdatahub.org/data/meo/MEO_0000296>	"sake starter"		
<https://mdatahub.org/data/meo/MEO_0000297>	"salted beans"		
<https://mdatahub.org/data/meo/MEO_0000298>	"sausage"		"A food made from ground meat. Typically the sausage is formed in a casing traditionally made from intestine, but sometimes synthetic."
<https://mdatahub.org/data/meo/MEO_0000299>	"seed malt"		
<https://mdatahub.org/data/meo/MEO_0000300>	"smear-ripened cheese"		
<https://mdatahub.org/data/meo/MEO_0000301>	"sourdough"		"Sourdough is a bread product made by a long fermentation of dough using naturally occurring lactobacilli and yeasts."
<https://mdatahub.org/data/meo/MEO_0000302>	"soy sauce"		"A condiment produced by fermenting soybeans with Aspergillus oryzae and Aspergillus soyae molds  along with roasted grain, water, and salt."
<https://mdatahub.org/data/meo/MEO_0000303>	"soy sauce malt"		
<https://mdatahub.org/data/meo/MEO_0000304>	"unrefined soy sauce"		
<https://mdatahub.org/data/meo/MEO_0000305>	"soybean protein factory"		
<https://mdatahub.org/data/meo/MEO_0000306>	"stracchino cheese"		
<https://mdatahub.org/data/meo/MEO_0000307>	"sugar"		"Sugar is the generalised name for a class of chemically-related sweet-flavored substances, most of which are used as food. They are carbohydrates, composed of carbon, hydrogen and oxygen. "
<https://mdatahub.org/data/meo/MEO_0000308>	"tamari koji"		
<https://mdatahub.org/data/meo/MEO_0000309>	"tempeh"		"Tempeh/Tempe is made by a natural culturing and controlled fermentation process that binds soybean particles into a cake form."
<https://mdatahub.org/data/meo/MEO_0000310>	"turbid beer"		
<https://mdatahub.org/data/meo/MEO_0000311>	"wheat flour"		"Wheat flour is a powder made from the grinding of wheat used for human consumption."
<https://mdatahub.org/data/meo/MEO_0000312>	"wheat sourdough"		
<https://mdatahub.org/data/meo/MEO_0000313>	"yeast cake"		
<https://mdatahub.org/data/meo/MEO_0000314>	"silage"		"A fermented, high-moisture forage that can be fed to ruminants."
<https://mdatahub.org/data/meo/MEO_0000315>	"aquarium"		"An aquarium is a vivarium consisting of at least one transparent side in which water-dwelling plants or animals are kept."
<https://mdatahub.org/data/meo/MEO_0000316>	"bathroom"		"A bathroom is a room for personal hygiene, generally containing a bathtub or a shower, and possibly also a bidet. In North America and some other regions, it characteristically contains a toilet and a sink."
<https://mdatahub.org/data/meo/MEO_0000317>	"binocular lens"		
<https://mdatahub.org/data/meo/MEO_0000318>	"bulb"		"A short, modified, underground stem surrounded by usually fleshy modified leaves that contain stored food for the shoot."
<https://mdatahub.org/data/meo/MEO_0000319>	"cistern"		"A cistern is a waterproof receptacle for holding liquids, usually water."
<https://mdatahub.org/data/meo/MEO_0000320>	"clean room"		"A cleanroom or clean room is an environment, typically used in manufacturing or scientific research, that has a low level of environmental pollutants such as dust, airborne microbes, aerosol particles and chemical vapors. "
<https://mdatahub.org/data/meo/MEO_0000321>	"face cream"		
<https://mdatahub.org/data/meo/MEO_0000322>	"house dust"		
<https://mdatahub.org/data/meo/MEO_0000323>	"ion-exchange resin"		"An ion-exchange resin is an insoluble matrix (or support structure) normally in the form of small (0.5-1 mm diameter) beads, usually white or yellowish, fabricated from an organic polymer substrate."
<https://mdatahub.org/data/meo/MEO_0000324>	"latrine"		"Latrine is a toilet or a simpler facility used as a toilet, generally without bowl."
<https://mdatahub.org/data/meo/MEO_0000325>	"methanogenic process"		
<https://mdatahub.org/data/meo/MEO_0000326>	"oil reservoir"		"An oil reservoir is merely a solid sand formation in which oil has accumulated. If you covered a sand beach with tons of sediments, you would have a potential sand reservoir. The only difference is that the loose sand grains would consolidate into a hard sandstone rock."
<https://mdatahub.org/data/meo/MEO_0000327>	"petroleum"		"a naturally occurring flammable liquid consisting of a complex mixture of hydrocarbons of various molecular weights and other liquid organic compounds, that are found in geologic formations beneath the Earth's surface."
<https://mdatahub.org/data/meo/MEO_0000328>	"plaster"		"Plaster is a building material used for coating walls and ceilings"
<https://mdatahub.org/data/meo/MEO_0000330>	"sink"		"A sink is a bowl-shaped plumbing fixture used for washing hands, for dishwashing or other purposes. "
<https://mdatahub.org/data/meo/MEO_0000331>	"tanning fluid"		
<https://mdatahub.org/data/meo/MEO_0000332>	"vegetable tanning fluid"		
<https://mdatahub.org/data/meo/MEO_0000333>	"wall"		"A wall is a vertical structure, usually solid, that defines and sometimes protects an area. "
