# KGX edge templates for MetaTraits composed traits
# Subject is left blank — fill with strain/genome CURIE per source database
# Generated: 2026-02-12
# Tool: metpo/scripts/curie_join_metatraits.py v0.2.0
# Pattern: <subject> --[predicate_id]--> <object_id>
#   e.g.: NCBITaxon:562 --[METPO:2000011 ferments]--> CHEBI:17234 (glucose)
# Use negative_predicate_id for negative assay results
#   e.g.: NCBITaxon:562 --[METPO:2000037 does not ferment]--> CHEBI:17057 (cellobiose)
#
metatraits_card_id	metatraits_trait	predicate_id	predicate_label	object_id	object_label	negative_predicate_id	negative_predicate_label	knowledge_level	agent_type	primary_knowledge_source
builds-acid-from-d-fructose	builds acid from: D-fructose	METPO:2000003	builds acid from	CHEBI:15824	D-fructose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-fructose-6-phosphate	builds acid from: D-fructose 6-phosphate	METPO:2000003	builds acid from	CHEBI:78697	D-fructose 6-phosphate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-fucose	builds acid from: D-fucose	METPO:2000003	builds acid from	CHEBI:28847	D-fucose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-fucose	builds acid from: D-Fucose	METPO:2000003	builds acid from	CHEBI:28847	D-Fucose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-galactose	builds acid from: D-galactose	METPO:2000003	builds acid from	CHEBI:12936	D-galactose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-galactose	builds acid from: D-Galactose	METPO:2000003	builds acid from	CHEBI:12936	D-Galactose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-galacturonic-acid	builds acid from: D-galacturonic acid	METPO:2000003	builds acid from	CHEBI:18024	D-galacturonic acid	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-glucarate	builds acid from: D-glucarate	METPO:2000003	builds acid from	CHEBI:30612	D-glucarate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-gluconate	builds acid from: D-gluconate	METPO:2000003	builds acid from	CHEBI:8391	D-gluconate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-glucose	builds acid from: D-glucose	METPO:2000003	builds acid from	CHEBI:17634	D-glucose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-glucose-6-phosphate	builds acid from: D-glucose 6-phosphate	METPO:2000003	builds acid from	CHEBI:14314	D-glucose 6-phosphate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-glucuronate	builds acid from: D-glucuronate	METPO:2000003	builds acid from	CHEBI:15748	D-glucuronate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-glycerate	builds acid from: D-glycerate	METPO:2000003	builds acid from	CHEBI:16659	D-glycerate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-lyxose	builds acid from: D-lyxose	METPO:2000003	builds acid from	CHEBI:62318	D-lyxose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-malate	builds acid from: D-malate	METPO:2000003	builds acid from	CHEBI:15588	D-malate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-mannitol	builds acid from: D-mannitol	METPO:2000003	builds acid from	CHEBI:16899	D-mannitol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-mannose	builds acid from: D-mannose	METPO:2000003	builds acid from	CHEBI:16024	D-mannose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-rhamnose	builds acid from: D-rhamnose	METPO:2000003	builds acid from	CHEBI:63150	D-rhamnose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-ribose	builds acid from: D-ribose	METPO:2000003	builds acid from	CHEBI:16988	D-ribose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-salicin	builds acid from: D-salicin	METPO:2000003	builds acid from	CHEBI:17814	D-salicin	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-sorbitol	builds acid from: D-sorbitol	METPO:2000003	builds acid from	CHEBI:17924	D-sorbitol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-sorbose	builds acid from: D-sorbose	METPO:2000003	builds acid from	CHEBI:17317	D-sorbose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-tagatose	builds acid from: D-tagatose	METPO:2000003	builds acid from	CHEBI:16443	D-tagatose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-trehalose	builds acid from: D-trehalose	METPO:2000003	builds acid from	CHEBI:16551	D-trehalose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-xylose	builds acid from: D-xylose	METPO:2000003	builds acid from	CHEBI:65327	D-xylose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-dextran	builds acid from: dextran	METPO:2000003	builds acid from	CHEBI:52071	dextran	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-dextrin	builds acid from: dextrin	METPO:2000003	builds acid from	CHEBI:23652	dextrin	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-erythritol	builds acid from: erythritol	METPO:2000003	builds acid from	CHEBI:17113	erythritol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-esculin	builds acid from: esculin	METPO:2000003	builds acid from	CHEBI:4853	esculin	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-esculin-ferric-citrate	builds acid from: esculin ferric citrate	METPO:2000003	builds acid from		esculin ferric citrate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-ethanol	builds acid from: ethanol	METPO:2000003	builds acid from	CHEBI:16236	ethanol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-ferric-citrate	builds acid from: ferric citrate	METPO:2000003	builds acid from	CHEBI:31605	ferric citrate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-fructose	builds acid from: fructose	METPO:2000003	builds acid from	CHEBI:28757	fructose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-fucose	builds acid from: fucose	METPO:2000003	builds acid from	CHEBI:33984	fucose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-galactitol	builds acid from: galactitol	METPO:2000003	builds acid from	CHEBI:16813	galactitol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-galactose	builds acid from: galactose	METPO:2000003	builds acid from	CHEBI:28260	galactose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-galacturonate	builds acid from: galacturonate	METPO:2000003	builds acid from	CHEBI:24175	galacturonate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-gelatin	builds acid from: gelatin	METPO:2000003	builds acid from	CHEBI:5291	gelatin	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-gentiobiose	builds acid from: gentiobiose	METPO:2000003	builds acid from	CHEBI:28066	gentiobiose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-gluconate	builds acid from: gluconate	METPO:2000003	builds acid from	CHEBI:24265	gluconate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-glucosamine	builds acid from: glucosamine	METPO:2000003	builds acid from	CHEBI:5417	glucosamine	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-glucose	builds acid from: glucose	METPO:2000003	builds acid from	CHEBI:17234	glucose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-glucose-1-phosphate	builds acid from: glucose 1-phosphate	METPO:2000003	builds acid from	CHEBI:29042	glucose 1-phosphate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-glycerol	builds acid from: glycerol	METPO:2000003	builds acid from	CHEBI:17754	glycerol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-glycerol-3-phosphate	builds acid from: glycerol 3-phosphate	METPO:2000003	builds acid from	CHEBI:15978	glycerol 3-phosphate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-glycogen	builds acid from: glycogen	METPO:2000003	builds acid from	CHEBI:28087	glycogen	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-inulin	builds acid from: inulin	METPO:2000003	builds acid from	CHEBI:15443	inulin	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-l-alanine	builds acid from: L-alanine	METPO:2000003	builds acid from	CHEBI:16977	L-alanine	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-l-arabinose	builds acid from: L-arabinose	METPO:2000003	builds acid from	CHEBI:30849	L-arabinose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-l-arabitol	builds acid from: L-arabitol	METPO:2000003	builds acid from	CHEBI:18403	L-arabitol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-l-fucose	builds acid from: L-fucose	METPO:2000003	builds acid from	CHEBI:18287	L-fucose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-l-rhamnose	builds acid from: L-rhamnose	METPO:2000003	builds acid from	CHEBI:62345	L-rhamnose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-l-sorbose	builds acid from: L-sorbose	METPO:2000003	builds acid from	CHEBI:17266	L-sorbose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-l-xylose	builds acid from: L-xylose	METPO:2000003	builds acid from	CHEBI:65328	L-xylose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-lactose	builds acid from: lactose	METPO:2000003	builds acid from	CHEBI:17716	lactose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-malate	builds acid from: malate	METPO:2000003	builds acid from	CHEBI:25115	malate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-malonate	builds acid from: malonate	METPO:2000003	builds acid from	CHEBI:15792	malonate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-maltose	builds acid from: maltose	METPO:2000003	builds acid from	CHEBI:17306	maltose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-maltose-hydrate	builds acid from: maltose hydrate	METPO:2000003	builds acid from		maltose hydrate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-mannitol	builds acid from: mannitol	METPO:2000003	builds acid from	CHEBI:29864	mannitol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-mannose	builds acid from: mannose	METPO:2000003	builds acid from	CHEBI:37684	mannose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-melezitose	builds acid from: melezitose	METPO:2000003	builds acid from	CHEBI:6731	melezitose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-melibiose	builds acid from: melibiose	METPO:2000003	builds acid from	CHEBI:28053	melibiose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-methyl-alpha-d-glucopyranoside	builds acid from: methyl alpha-D-glucopyranoside	METPO:2000003	builds acid from	CHEBI:320061	methyl alpha-D-glucopyranoside	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-methyl-alpha-d-mannoside	builds acid from: methyl alpha-D-mannoside	METPO:2000003	builds acid from	CHEBI:43943	methyl alpha-D-mannoside	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-methyl-beta-d-glucopyranoside	builds acid from: methyl beta-D-glucopyranoside	METPO:2000003	builds acid from	CHEBI:320055	methyl beta-D-glucopyranoside	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-methyl-beta-d-xylopyranoside	builds acid from: methyl beta-D-xylopyranoside	METPO:2000003	builds acid from	CHEBI:74863	methyl beta-D-xylopyranoside	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-methyl-d-glucoside	builds acid from: methyl D-glucoside	METPO:2000003	builds acid from	CHEBI:37657	methyl D-glucoside	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-myo-inositol	builds acid from: myo-inositol	METPO:2000003	builds acid from	CHEBI:17268	myo-inositol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-n-acetylgalactosamine	builds acid from: N-acetylgalactosamine	METPO:2000003	builds acid from	CHEBI:28037	N-acetylgalactosamine	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-n-acetylglucosamine	builds acid from: N-acetylglucosamine	METPO:2000003	builds acid from	CHEBI:59640	N-acetylglucosamine	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-potassium-5-dehydro-d-gluconate	builds acid from: potassium 5-dehydro-D-gluconate	METPO:2000003	builds acid from		potassium 5-dehydro-D-gluconate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-potassium-gluconate	builds acid from: potassium gluconate	METPO:2000003	builds acid from	CHEBI:32032	potassium gluconate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-pullulan	builds acid from: pullulan	METPO:2000003	builds acid from	CHEBI:27941	pullulan	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-raffinose	builds acid from: raffinose	METPO:2000003	builds acid from	CHEBI:16634	raffinose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-rhamnose	builds acid from: rhamnose	METPO:2000003	builds acid from	CHEBI:26546	rhamnose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-ribitol	builds acid from: ribitol	METPO:2000003	builds acid from	CHEBI:15963	ribitol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-ribose	builds acid from: ribose	METPO:2000003	builds acid from	CHEBI:33942	ribose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-salicin	builds acid from: salicin	METPO:2000003	builds acid from	CHEBI:17814	salicin	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-sorbitol	builds acid from: sorbitol	METPO:2000003	builds acid from	CHEBI:30911	sorbitol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
